party,seats,sq_cabinet,sq_pm,election_year,base,miw_new,banzhaf,shapley,splus,country,cabinet_id,party_id,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_count,cab_count,party_name,party_name_english,country_id,election_id,seats_share,election_date,start_date,post_election,enpp,mingov,bicameral,largest_parl,largest_cab,lag_largest_parl,lag_largest_cab,seats_total,miw_proportion,cabinet_proportion,seats_proportion,W,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,coalition_total
SPO,65,1,1,1999,65,1,0.33333334,0.33333334,0.33333334,AUT,722,973,Schuessel I,0,0,0,3.6593333,3,0,12,4,2,Sozialdemokratische Partei sterreichs,Social Democratic Party of Austria,59,492,35.519127,10/3/99,2/4/00,1,3.4071624,0,1,1,0,1,1,183,0.33333334,0,0.35519126,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
VIHR,14,0,0,2003,14,1,0.037037037,0.03809524,0.043216035,FIN,877,1062,Jaatteenmaki,0,0,0,3.7008333,,0,17,9,3,Vihre_ Liitto _ Gr_na F_rbundet,Green League,67,253,7,3/16/03,4/17/03,1,4.9297509,0,0,0,0,0,0,199,0.06666667,0,0.070351757,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
KESK,55,1,1,2003,55,4,0.2962963,0.30476192,0.3119725,FIN,877,94,Jaatteenmaki,0,1,1,5.8053333,5.2,8,17,9,3,Keskusta,Centre Party,67,253,27.5,3/16/03,4/17/03,1,4.9297509,0,0,1,1,0,0,199,0.26666668,0.47058824,0.27638191,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116
LSAP,13,1,0,1999,13,2,0.23076923,0.23333333,0.239986,LUX,196,701,Juncker II,0,0,0,3.9473684,,0,19,6,2,Ltzebuerger Sozialistesch Arbechterpartei _ Parti Ouvrier Socialiste Luxembourgeois _ Luxemburger Sozialistische Arbeiterpartei,Luxembourg Socialist Workers' Party,7,299,21.666666,6/13/99,8/7/99,0,4.3373494,0,0,0,0,0,0,60,0.22222222,0,0.21666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
RPF,3,0,0,1998,3,3,0.016018307,0.01626984,0.013834847,NLD,749,212,Kok II,0,0,0,8.2962964,9.2,0,15,9,3,Reformatorisch Politieke Federatie,Reformatory Political Federation,8,372,2,5/6/98,8/3/98,1,4.8138638,0,1,0,0,0,0,150,0.027777778,0,0.02,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
VU,10,0,0,1991,10,10,0.045478415,0.044139195,0.044098627,BEL,570,290,Martens IX,1,0,0,6.4292222,6.8,0,21,13,4,Volksunie,People's Union,64,418,4.7169809,11/24/91,11/24/91,1,8.4133282,0,1,0,0,0,0,212,0.047169812,0,0.047169812,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CSV,24,1,1,2004,24,2,0.5,0.5,0.49954504,LUX,12,1234,Juncker III,0,1,1,6.7105263,,18,25,5,2,Chrschtlech Sozial Vollekspartei _ Parti populaire chr_tien social _ Christlich Soziale Volkspartei,Christian Social People's Party,7,383,40,6/13/04,7/31/04,1,3.8054969,0,0,1,1,1,1,60,0.40000001,0.72000003,0.40000001,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38
CD&V,17,0,0,2010,17,17,0.11139134,0.11121934,0.11112779,BEL,675,1310,Leterme III,1,0,0,5.7719444,5.8,5,15,12,0,Christen-Democratisch en Vlaams,Christian Democrats & Flemish,64,486,11.333333,6/13/10,6/13/10,1,8.4206591,1,1,0,0,0,0,150,0.11333334,0.41666666,0.11333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70
KF,18,1,0,2005,18,2,0.10344828,0.095238097,0.097669281,DNK,316,590,Rasmussen F II,0,1,0,7.1683492,7.3,6,19,8,2,Konservative,Conservatives,21,563,10.055866,2/8/05,2/18/05,1,5.1061354,1,0,0,0,0,0,175,0.10526316,0.31578946,0.10285714,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70
SP,28,1,0,1991,28,28,0.13097364,0.13212621,0.13284981,BEL,570,1029,Martens IX,1,1,0,3.3017778,2.9,5,21,13,4,Socialistische Partij,Socialist Party,64,418,13.207547,11/24/91,11/24/91,1,8.4133282,0,1,0,0,0,0,212,0.13207547,0.23809524,0.13207547,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,120
VAS,22,0,0,1995,22,9,0.076036863,0.06349206,0.069130033,FIN,100,1427,Lipponen I,0,1,0,2.3719444,,1,16,11,5,Vasemmistoliitto _ V_nsterf_rbundet,Left Alliance,67,24,11,3/19/95,4/13/95,1,4.8971596,0,0,0,0,0,0,199,0.10588235,0.06666667,0.11055277,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144
SF,24,0,0,1988,24,5,0.14035088,0.13333334,0.12325589,DNK,57,1644,Schluter IV,0,0,0,2.1851429,1.9,0,21,9,3,Socialistisk Folkeparti,Socialist Peoples Party,21,387,13.407822,5/10/88,6/3/88,1,5.544385,1,0,0,0,0,0,175,0.14285715,0,0.13714285,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
UV,1,0,0,1996,1,1,0.000501253,0.0004329,0.001251235,ITA,276,974,Prodi I,0,0,0,,,0,25,11,4,Union Vald_taine,Valdotanian Union,26,551,0.15873016,4/21/96,5/18/96,1,6.0889177,1,1,0,0,0,0,630,0.00409836,0,0.001587302,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
SP-P,1,0,0,1995,1,1,0.002304147,0.001587302,0.003051758,FIN,100,200,Lipponen I,0,0,0,6.3916667,5.8,0,16,11,5,Suomen Puolue _ Perussuomalaiset,Finnish Party -- True Finns,67,24,0.5,3/19/95,4/13/95,1,4.8971596,0,0,0,0,0,0,199,0.011764706,0,0.005025126,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
NYD,25,0,0,1991,25,1,0.07692308,0.076190479,0.070147984,SWE,779,951,Bildt,0,0,0,8.9944444,,0,21,7,5,Ny Demokrati,New Democracy,35,472,7.1633239,9/15/91,10/3/91,1,4.1926613,1,0,0,0,0,0,349,0.090909094,0,0.071633235,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
DP,9,0,0,2009,9,3,0.10869565,0.11666667,0.12548412,LUX,601,967,Juncker IV,0,0,0,7.3684211,,0,25,6,2,Demokratesch Partei _ Parti D_mocratique _ Demokratische Partei,Democratic Party,7,172,15,6/7/09,7/23/09,1,3.6290324,0,0,0,0,0,0,60,0.15000001,0,0.15000001,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
RKP-SFP,12,1,0,1987,12,2,0.023696681,0.027777778,0.031992238,FIN,614,585,Holkeri I,0,1,0,6.3257778,6.1,2,15,10,4,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,527,6,3/16/87,4/30/87,1,4.9480457,0,0,0,0,0,0,199,0.060606062,0.13333334,0.060301509,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130
KESK,48,0,0,1999,48,11,0.28636363,0.28690475,0.27781007,FIN,352,94,Lipponen II,0,0,0,5.8053333,5.2,0,16,10,5,Keskusta,Centre Party,67,15,24,3/21/99,4/15/99,1,5.1506567,0,0,0,0,0,0,198,0.25,0,0.24242425,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
SP,11,0,0,1989,11,1,0.07692308,0.06666667,0.062740155,NOR,94,702,Syse,0,1,0,5.3055556,5.8,6,19,7,3,Senterpartiet,Centre Party,9,571,6.6666665,9/11/89,10/16/89,1,4.2347178,1,0,0,0,0,0,165,0.090909094,0.31578946,0.06666667,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62
RKP-SFP,11,1,0,1999,11,3,0.040909089,0.04404762,0.040530469,FIN,352,585,Lipponen II,0,1,0,6.3257778,6.1,2,16,10,5,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,15,5.5,3/21/99,4/15/99,1,5.1506567,0,0,0,0,0,0,198,0.06818182,0.13333334,0.055555556,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,139
SAP,144,1,1,2002,144,6,0.60869563,0.5714286,0.5802415,SWE,641,904,Persson III,0,1,1,3.3653333,2.9,25,25,7,1,Socialdemokraterna,Social Democrats,35,156,41.260746,9/15/02,10/21/02,1,4.2252402,1,0,1,1,1,1,349,0.40000001,1,0.41260746,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144
PSC,8,0,0,2003,8,8,0.093805313,0.093650796,0.083382815,BEL,449,1192,Verhofstadt II,0,0,0,5.5811111,6.3,0,24,10,4,Parti Social Chr_tien,Francophone Christian Social Party,64,143,5.3333335,5/18/03,7/12/03,1,7.0268583,0,1,0,0,0,0,150,0.088888891,0,0.053333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
PSDI,17,1,0,1987,17,17,0.027858226,0.02034077,0.021645525,ITA,756,242,Goria,0,1,0,4.6205556,5.4,3,31,14,5,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,26,17,2.6984127,6/14/87,7/28/87,1,4.0743632,0,1,0,0,0,0,629,0.040963855,0.096774191,0.027027028,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
CDS-PP,14,0,0,2002,14,4,0.18000001,0.18333334,0.1910609,PRT,381,251,Barroso,0,1,0,7.935,,2,18,6,2,Partido Popular,People's Party,63,657,6.0869565,3/17/02,4/6/02,1,2.5742092,0,0,0,0,0,0,230,0.2,0.11111111,0.060869563,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119
SGP,3,0,0,1989,3,2,0.025882352,0.019444443,0.019914875,NLD,148,1251,Lubbers III,0,0,0,8.4472222,9.2,0,14,9,2,Staatkundig Gereformeerde Partij,Political Reformed Party,8,627,2,9/6/89,11/7/89,1,3.7525017,0,1,0,0,0,0,150,0.039215688,0,0.02,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
VAS,19,0,0,2003,19,1,0.037037037,0.03809524,0.04331531,FIN,877,1427,Jaatteenmaki,0,0,0,2.3719444,,0,17,9,3,Vasemmistoliitto _ V_nsterf_rbundet,Left Alliance,67,253,9.5,3/16/03,4/17/03,1,4.9297509,0,0,0,0,0,0,199,0.06666667,0,0.095477387,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SAM,20,1,1,2009,20,3,0.38461539,0.40000001,0.38743293,ISL,651,1006,Sigurdardottir II,0,1,1,4.2982458,,5,10,5,2,Samfylkingin,Social Democratic Alliance,56,36,31.746031,4/25/09,4/25/09,1,4.1822972,0,0,1,1,0,1,63,0.33333334,0.5,0.31746033,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34
PVDA,45,1,1,1998,45,31,0.33638445,0.34722221,0.3495158,NLD,749,742,Kok II,0,1,1,3.5371111,2.6,6,15,9,3,Partij van de Arbeid,Labour,8,372,30,5/6/98,8/3/98,1,4.8138638,0,1,1,1,1,1,150,0.28703704,0.40000001,0.30000001,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97
PPI,33, ,,1994,33,33,0.062594108,0.05377854,0.053584881,ITA,672,142,Berlusconi I,0,0,0,4.6266667,,0,27,21,5,Partito Popolare Italiano,Italian People's Party,26,146,5.2380953,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.052715655,0,0.052380953,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
VU,5,0,0,1995,5,5,0.03195164,0.03138528,0.030927639,BEL,95,290,Dehaene II,0,0,0,6.4292222,6.8,0,20,11,4,Volksunie,People's Union,64,332,3.3333333,5/21/95,6/23/95,1,8.0299788,0,1,0,0,0,0,150,0.033333335,0,0.033333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CS,5, ,,1994,5,5,0.008753397,0.007209943,0.007228428,ITA,672,1431,Berlusconi I,0,0,0,,,0,27,21,5,Cristiano Sociali,Social Christians,26,146,0.79365081,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.007987221,0,0.007936508,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
PRC,41,0,0,2006,41,41,0.070062838,0.061607838,0.061063111,ITA,117,1321,Prodi II,0,1,0,0.95500001,,1,26,17,7,Partito della Rifondazione Comunista,Communist Refoundation Party,26,107,6.5079365,4/9/06,5/17/06,1,5.0764861,0,1,0,0,0,0,627,0.076350093,0.045454547,0.065390751,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337
PS,25,1,0,2003,25,15,0.16637169,0.16666667,0.16918014,BEL,449,1378,Verhofstadt II,0,1,0,3.1588889,2.5,5,24,10,4,Parti Socialiste,Francophone Socialist Party,64,143,16.666666,5/18/03,7/12/03,1,7.0268583,0,1,1,1,0,0,150,0.16666667,0.20833333,0.16666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97
PSDI,16,1,0,1992,16,16,0.021287145,0.020669607,0.020719171,ITA,176,242,Amato I,0,1,0,4.6205556,5.4,2,30,16,4,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,26,605,2.5396826,4/5/92,6/28/92,1,5.7116132,0,1,0,0,0,0,629,0.025437202,0.07692308,0.025437202,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,331
IDV,29,1,0,2008,29,3,0.047169812,0.040476192,0.041780464,ITA,823,693,Berlusconi IV,0,0,0,4.915,,0,24,9,2,Italia dei Valori,Italy of Values,26,111,4.6031747,4/13/08,5/8/08,1,3.0750279,0,1,0,0,0,0,628,0.06818182,0,0.046178345,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
V,42,0,0,1998,42,13,0.13215859,0.16746032,0.16872638,DNK,630,1605,Rasmussen N IV,0,0,0,7.2685714,6.7,0,20,11,2,Venstre,Liberal Party of Denmark,21,389,23.463688,3/11/98,3/11/98,1,4.9195457,1,0,0,0,0,0,175,0.1780822,0,0.23999999,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
NONE,15,0,0,2011,15,1,0.090909094,0.1,0.096681759,IRL,904,30,Kenny I,0,0,0,,,0,15,7,2,no party affiliation,no party affiliation,37,698,9.0361443,2/25/11,3/9/11,1,3.4557312,0,1,0,0,0,0,166,0.14285715,0,0.090361446,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
M,82,0,0,1998,82,3,0.16363636,0.18571429,0.17093934,SWE,503,657,Persson II,0,0,0,7.7642222,7.7,0,22,7,1,Moderaterna,Moderate Party,35,33,23.495703,9/21/98,10/7/98,1,4.293757,1,0,0,0,0,0,349,0.2,0,0.23495702,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
UN55,1,0,0,1994,1,1,0.009036145,0.008116883,0.009528113,NLD,637,1,Kok I,0,0,0,,,0,14,12,3,Unie 55+,Union 55+,8,570,0.66666669,5/3/94,8/22/94,1,5.4164662,0,1,0,0,0,0,150,0.010204081,0,0.006666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
KF,27,1,1,1994,27,14,0.18636364,0.19880952,0.18676358,DNK,189,590,Rasmussen N II,0,0,0,7.1683492,7.3,0,20,10,3,Konservative,Conservatives,21,89,15.083798,9/21/94,9/27/94,1,4.7334909,1,0,0,0,0,0,174,0.1891892,0,0.15517241,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
VU,8,0,0,1999,8,8,0.049233254,0.048196249,0.049698029,BEL,193,290,Verhofstadt I,0,0,0,6.4292222,6.8,0,21,11,6,Volksunie,People's Union,64,2,5.3333335,6/13/99,7/12/99,1,9.050684,0,1,0,0,0,0,150,0.053333335,0,0.053333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
ADR,7,0,0,1999,7,1,0.07692308,0.06666667,0.060602274,LUX,196,1582,Juncker II,0,0,0,6.3157895,,0,19,6,2,Alternativ Demokratesch Reformpartei _ Parti r_formiste d'alternative d_mocratique _ Alternative Demokratische Reformpartei,Alternative Democratic Reform Party,7,299,11.666667,6/13/99,8/7/99,0,4.3373494,0,0,0,0,0,0,60,0.11111111,0,0.11666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
CVP,22,1,1,1999,22,22,0.14689265,0.14859307,0.1524028,BEL,193,723,Verhofstadt I,0,0,0,5.7286666,5.8,0,21,11,6,Christelijke Volkspartij,Flemish Christian Peoples Party,64,2,14.666667,6/13/99,7/12/99,1,9.050684,0,1,0,0,1,1,150,0.14666666,0,0.14666666,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
LAM,1,0,0,1996,1,1,0.000501253,0.0004329,0.001217826,ITA,276,436,Prodi I,0,0,0,,,0,25,11,4,Lega d'Azione Meridionale,Southern Action League,26,551,0.15873016,4/21/96,5/18/96,1,6.0889177,1,1,0,0,0,0,630,0.00409836,0,0.001587302,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
UV,1,0,0,1994,1,1,0.001754088,0.00142496,0.001639834,ITA,672,974,Berlusconi I,0,0,0,,,0,27,21,5,Union Vald_taine,Valdotanian Union,26,146,0.15873016,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.001597444,0,0.001587302,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
PVV,26,0,0,1991,26,26,0.12047054,0.12209735,0.12183819,BEL,570,1110,Martens IX,1,0,0,6.9802778,7.8,0,21,13,4,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,64,418,12.264151,11/24/91,11/24/91,1,8.4133282,0,1,0,0,0,0,212,0.12264151,0,0.12264151,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
SV,13,0,0,1993,13,1,0.07692308,0.06666667,0.071833409,NOR,572,81,Brundtland IV,0,0,0,1.4611111,1.2,0,20,8,1,Sosialistisk Venstreparti,Socialist Left Party,9,404,7.878788,9/13/93,9/13/93,1,4.0411162,1,0,0,0,0,0,165,0.090909094,0,0.078787878,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
KRF,4,0,0,1998,4,2,0.022026433,0.019841271,0.021422382,DNK,630,1331,Rasmussen N IV,0,0,0,5.8095237,6.2,0,20,11,2,Kristeligt Folkeparti,Christian People's Party,21,389,2.2346368,3/11/98,3/11/98,1,4.9195457,1,0,0,0,0,0,175,0.02739726,0,0.022857143,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SPO,65,1,1,1994,65,1,0.33333334,0.33333334,0.34606206,AUT,294,973,Vranitzky IV,0,1,1,3.6593333,3,7,17,5,2,Sozialdemokratische Partei sterreichs,Social Democratic Party of Austria,59,66,35.519127,10/9/94,11/29/94,1,3.7280419,0,1,1,1,1,1,183,0.33333334,0.4375,0.35519126,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117
LAB,33,1,0,1992,33,3,0.21904762,0.22380953,0.22112836,IRL,748,318,Reynolds II,0,1,0,3.6788889,3.6,7,16,7,2,P_irti Lucht Oibre,Labour Party,37,359,19.879519,11/25/92,1/12/93,0,3.4969542,0,1,0,0,0,0,164,0.2,0.4375,0.20121951,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103
KD,15,1,0,1994,15,1,0.027027028,0.047619049,0.034031358,SWE,528,282,Carlsson IV,0,0,0,7.0141667,,0,22,7,1,Kristdemokraterna,Christian Democrats,35,412,4.2979941,9/18/94,10/6/94,1,3.5041573,1,0,0,0,0,0,349,0.090909094,0,0.042979944,175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
FI,178,0,0,2001,178,95,0.34105605,0.35353535,0.35235035,ITA,256,596,Berlusconi II,0,1,1,6.9677778,,12,21,12,4,Forza Italia,Go Italy,26,498,29.228243,5/13/01,6/11/01,1,5.3029213,0,1,1,1,0,0,609,0.28700906,0.5714286,0.29228243,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
PDCI,9,0,0,2001,9,5,0.010237069,0.008369408,0.010364231,ITA,256,1661,Berlusconi II,0,0,0,0.86,,0,21,12,4,Partito dei Comunisti Italiani,Party of the Italian Communists,26,498,1.4778326,5/13/01,6/11/01,1,5.3029213,0,1,0,0,0,0,609,0.01510574,0,0.014778325,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
LN,30,0,0,2001,30,18,0.049030174,0.045670997,0.043351721,ITA,256,1436,Berlusconi II,0,1,0,7.6605556,,3,21,12,4,Lega Nord,North League,26,498,4.9261084,5/13/01,6/11/01,1,5.3029213,0,1,0,0,0,0,609,0.054380666,0.14285715,0.049261082,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
DL-M,80,0,0,2001,80,42,0.11045258,0.1011544,0.1025178,ITA,256,1005,Berlusconi II,0,0,0,4.0844445,,0,21,12,4,Democrazia  Libert_ _ La Margherita,Democracy is Freedom -- The Daisy,26,498,13.136289,5/13/01,6/11/01,1,5.3029213,0,1,0,0,0,0,609,0.12688822,0,0.13136289,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
DS,138,1,0,2001,138,71,0.2106681,0.23694083,0.23678635,ITA,256,809,Berlusconi II,0,0,0,2.6291667,,0,21,12,4,Democratici di Sinistra,Left-Wing Democrats,26,498,22.660099,5/13/01,6/11/01,1,5.3029213,0,1,0,0,1,1,609,0.21450152,0,0.22660099,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
NONE,1,0,0,1989,1,0,0,0,0.009999119,IRL,215,30,Haughey IV,0,0,0,,,0,17,8,2,no party affiliation,no party affiliation,37,590,2.4096386,6/15/89,7/12/89,1,2.9687567,1,1,0,0,0,0,164,0,0,0.006097561,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
VB,12,0,0,2010,12,12,0.074821353,0.073809527,0.076328367,BEL,675,993,Leterme III,1,0,0,9.7272223,9.8,0,15,12,0,Vlaams Blok,Flemish Block,64,486,8,6/13/10,6/13/10,1,8.4206591,1,1,0,0,0,0,150,0.079999998,0,0.079999998,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CCD/CDU,40,0,0,2001,40,24,0.065193966,0.059090909,0.059390608,ITA,256,627,Berlusconi II,0,1,0,5.9066667,,2,21,12,4,Centro Cristiano Democratico  / Cristiani Democratici Uniti,Christian Democratic Center / United Christian Democrats,26,498,6.5681443,5/13/01,6/11/01,1,5.3029213,0,1,0,0,0,0,609,0.072507553,0.095238097,0.065681443,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
M,55,0,0,2002,55,2,0.086956523,0.10476191,0.10133106,SWE,641,657,Persson III,0,0,0,7.7642222,7.7,0,25,7,1,Moderaterna,Moderate Party,35,156,15.759313,9/15/02,10/21/02,1,4.2252402,1,0,0,0,0,0,349,0.13333334,0,0.15759312,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
CDU/CSU,319,1,1,1990,319,2,0.5,0.5,0.50929743,DEU,862,808,Kohl IV,0,1,1,6.1757778,6.7,15,20,6,3,Christlich Demokratische Union,Christian Democratic Union,54,445,40.483383,12/2/90,1/18/91,1,3.1724627,0,1,1,1,0,1,654,0.40000001,0.75,0.48776758,328,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,398
DS,109,0,0,1994,109,108,0.16073456,0.17451061,0.17433678,ITA,672,809,Berlusconi I,0,0,0,2.6291667,,0,27,21,5,Democratici di Sinistra,Left-Wing Democrats,26,146,17.301588,3/27/94,5/11/94,1,7.6707511,0,1,0,0,0,0,630,0.17252396,0,0.17301588,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
GRUE,42,0,0,1987,42,1,0.16666667,0.16666667,0.16661668,DEU,286,185,Kohl III,0,0,0,2.8744444,2.8,0,24,5,3,Die GrÎÙnen,Greens,54,588,8.4507046,1/25/87,3/11/87,1,3.4715192,0,1,0,0,0,0,497,0.2,0,0.084507041,249,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
SPA/SPIRIT,23,0,0,2003,23,13,0.14159292,0.1420635,0.14758381,BEL,449,1113,Verhofstadt II,0,1,0,3.3511111,,8,24,10,4,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,64,143,15.333333,5/18/03,7/12/03,1,7.0268583,0,1,0,0,0,0,150,0.14444445,0.33333334,0.15333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97
LL,1,0,0,1987,1,1,0.001654944,0.001126651,0.001202833,ITA,756,1560,Goria,0,0,0,,,0,31,14,5,Liga Lombarda,Lombard League,26,17,0.15873016,6/14/87,7/28/87,1,4.0743632,0,1,0,0,0,0,629,0.002409639,0,0.001589825,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
BE,3,0,0,2002,3,1,0.02,0.016666668,0.024495885,PRT,381,557,Barroso,0,0,0,1.95,,0,18,6,2,Bloco de Esquerda,Bloc of the Left,63,657,1.3043479,3/17/02,4/6/02,1,2.5742092,0,0,0,0,0,0,230,0.050000001,0,0.013043478,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
C,23,1,0,2010,23,4,0.072580643,0.06428571,0.079111494,SWE,854,1461,Reinfeldt II,0,1,0,5.7886666,5.9,3,12,8,4,Centerpartiet,Centre Party,35,512,6.5902576,9/19/10,10/5/10,1,4.5371952,1,0,0,0,0,0,349,0.078431375,0.25,0.065902576,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
SP,25,0,0,2006,25,21,0.15599173,0.15000001,0.14952247,NLD,69,357,Balkenende IV,0,0,0,1.2425,0.6,0,16,10,3,Socialistische Partij,Socialist Party,8,578,16.666666,11/22/06,2/22/07,1,5.5391431,0,1,0,0,0,0,150,0.15671642,0,0.16666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
FDP,47,1,0,1994,47,1,0.16666667,0.16666667,0.15454622,DEU,778,543,Kohl V,0,1,0,5.8064444,5.1,3,18,6,3,Freie Demokratische Partei,Free Democratic Party,54,595,6.9940476,10/16/94,11/17/94,1,3.4458909,0,1,0,0,0,0,672,0.2,0.16666667,0.069940478,337,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,341
WP,7,0,0,1989,7,1,0.090909094,0.1,0.0853623,IRL,215,1489,Haughey IV,0,0,0,1.8,1.8,0,17,8,2,P_irt na nOibrithe,Workers Party,37,590,4.2168674,6/15/89,7/12/89,1,2.9687567,1,1,0,0,0,0,164,0.14285715,0,0.042682927,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
